"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","144","It should reject empty board names","api","2026-09-12","passed","2026-09-12","Boards -> negative Cases","api/negative.spec.js","",""
"","158","It should reject reading a board that does not exist","api","2026-09-12","passed","2026-09-12","Boards -> negative Cases","api/negative.spec.js","",""
"","1801","It should read the cards in a list","api","2026-09-12","passed","2026-09-12","Lists -> functional","api/lists.spec.js","",""
"","3257","End to End flow board -> list -> card -> update -> cleanup","api","2026-09-12","passed","2026-09-12","Trello workflow","api/trello.workflow.spec.js","",""
"","1120","It should reject creating a list with no name","api","2026-09-12","passed","2026-09-12","Lists ->  negative Cases","api/negative.spec.js","",""
"","1763","It should update a card name and description","api","2026-09-12","passed","2026-09-12","Cards-> update","api/cards.update.spec.js","",""
"","395","It should reject creating a board with no name","api","2026-09-12","passed","2026-09-12","Boards -> negative Cases","api/negative.spec.js","",""
"","1306","It should update a board name and description","api","2026-09-12","passed","2026-09-12","Boards · functional","api/boards.spec.js","",""
"","1445","It should create a card with only a list","api","2026-09-12","passed","2026-09-12","Cards-> creation","api/cards.spec.js","",""
"","1321","It should archive a board","api","2026-09-12","passed","2026-09-12","Boards · functional","api/boards.spec.js","",""
"","1706","It should read a card by id","api","2026-09-12","passed","2026-09-12","Cards-> creation","api/cards.spec.js","",""
"","1520","deleting a board cascades to its lists and cards","api","2026-09-12","passed","2026-09-12","Cleanup","api/cleanup.spec.js","",""
"","1239","SQL-style payload is literal text","api","2026-09-12","passed","2026-09-12","Authentication and authorisation","api/auth.spec.js","",""
"","1374","It should reject DELETE for lists","api","2026-09-12","passed","2026-09-12","Lists ->  negative Cases","api/negative.spec.js","",""
"","1757","It should read an action's board","api","2026-09-12","passed","2026-09-12","Actions-> audit trail","api/actions.spec.js","",""
"","2223","It should get every card on a board","api","2026-09-12","passed","2026-09-12","Boards · functional","api/boards.spec.js","",""
"","1794","Comment should shows up in the card's actions","api","2026-09-12","passed","2026-09-12","Cards-> creation","api/cards.spec.js","",""
"","989","It should read a board by id","api","2026-09-12","passed","2026-09-12","Boards · functional","api/boards.spec.js","",""
"","211","Should reject requests with an invalid token","api","2026-09-12","passed","2026-09-12","Authentication and authorisation","api/auth.spec.js","",""
"","153","It should reject updating a card that does not exist","api","2026-09-12","passed","2026-09-12","Update and deletion -> negative Cases","api/negative.spec.js","",""
"","891","It should create a board with a name only","api","2026-09-12","passed","2026-09-12","Boards · functional","api/boards.spec.js","",""
"","1739","It should reject deleting the same card twice","api","2026-09-12","passed","2026-09-12","Update and deletion -> negative Cases","api/negative.spec.js","",""
"","139","It should reject creating a card with no idList","api","2026-09-12","passed","2026-09-12","Cards ->  negative Cases","api/negative.spec.js","",""
"","1112","created data is identifiable and fully removable","api","2026-09-12","passed","2026-09-12","Cleanup","api/cleanup.spec.js","",""
"","2024","It should restore an archived card","api","2026-09-12","passed","2026-09-12","Cards-> update","api/cards.update.spec.js","",""
"","3498","End to End Flow telenor.se -> shop nav -> Bredband -> address -> product grid","web-chromium","2026-09-12","passed","2026-09-12","Telenor · broadband journey","web/telenor.broadband.spec.js","",""
"","2259","It should read an action's card","api","2026-09-12","passed","2026-09-12","Actions-> audit trail","api/actions.spec.js","",""
"","143","It should reject reading a card that does not exist","api","2026-09-12","passed","2026-09-12","Cards ->  negative Cases","api/negative.spec.js","",""
"","134","Should reject requests with an invalid key","api","2026-09-12","passed","2026-09-12","Authentication and authorisation","api/auth.spec.js","",""
"","206","Should not expose another member's board","api","2026-09-12","passed","2026-09-12","Authentication and authorisation","api/auth.spec.js","",""
"","2364","It should move a card to another list","api","2026-09-12","passed","2026-09-12","Cards-> update","api/cards.update.spec.js","",""
"","1359","It should create a card with a name and description","api","2026-09-12","passed","2026-09-12","Cards-> creation","api/cards.spec.js","",""
